"Taxa","CCCHF2","CCCHF3","CCCHF5","CCCSF1","CCCSF3","CCCSF4","CCMEF1","CCMEF4","CCMEF5","HDCHF2","HDCHF4","HDCHF5","HDCSF1","HDCSF2","HDCSF4","HDMEF2","HDMEF3","HDMEF5","HSPCHF1","HSPCHF2","HSPCHF3","HSPCSF2","HSPCSF3","HSPCSF5","HSPMEF3","HSPMEF4","HSPMEF5","SSBCHF1","SSBCHF3","SSBCHF4","SSBCSF1","SSBCSF3","SSBCSF4","SSBMEF2","SSBMEF4","SSBMEF5","XGCHF1","XGCHF3","XGCHF4","XGCSF1","XGCSF2","XGCSF3","XGMEF1","XGMEF2","XGMEF3","YSCHF1","YSCHF4","YSCHF5","YSCSF1","YSCSF3","YSCSF5","YSMEF1","YSMEF3","YSMEF4"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Spirosomaceae",0.000205102961686767,0.000328164738698827,8.20411846747067e-05,4.10205923373534e-05,0.000205102961686767,0.00012306177701206,0.00024612355402412,8.20411846747067e-05,0.00012306177701206,0.00012306177701206,0.000328164738698827,0.000287144146361473,0.000164082369349413,0.000410205923373534,4.10205923373534e-05,0.000533267700385594,8.20411846747067e-05,4.10205923373534e-05,0.000410205923373534,8.20411846747067e-05,8.20411846747067e-05,0.000328164738698827,0.00196898843219296,0.00127163836245795,0.000164082369349413,0.000164082369349413,4.10205923373534e-05,0.000287144146361473,0.000287144146361473,0.00180490606284355,0.000164082369349413,0.000164082369349413,4.10205923373534e-05,0.00024612355402412,0.00024612355402412,4.10205923373534e-05,0.000287144146361473,0.00012306177701206,0.0006153088850603,0.000205102961686767,0.00012306177701206,8.20411846747067e-05,0.00012306177701206,0.000205102961686767,0.00049224710804824,0.0006153088850603,0.00213307080154237,8.20411846747067e-05,0.000328164738698827,0,0.00024612355402412,0.000205102961686767,0.0114447452621216,0.000697350069735007
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae",0.00012306177701206,0.000779391254409714,0.000164082369349413,0.00024612355402412,0,0.000328164738698827,0.000328164738698827,0.000287144146361473,0.000451226515710887,4.10205923373534e-05,0.000328164738698827,0.000287144146361473,0.00139470013947001,0.000902453031421774,8.20411846747067e-05,0.000820411846747067,0.000287144146361473,0.00073837066207236,0.000410205923373534,0.000287144146361473,0.0006153088850603,0,0.000287144146361473,0.00114857658544589,0.00196898843219296,0.00164082369349413,0.000820411846747067,0.000164082369349413,0.00024612355402412,0.00319960620231356,0.000574288292722947,0.00024612355402412,0.000533267700385594,0,0.000943473623759127,8.20411846747067e-05,0.000574288292722947,0.00012306177701206,0.00049224710804824,0.00049224710804824,0.000205102961686767,0.000205102961686767,0.00036918533103618,0.000164082369349413,0.00024612355402412,0.00073837066207236,0.000820411846747067,0.000164082369349413,0.00114857658544589,0.00098449421609648,8.20411846747067e-05,0.00086143243908442,0.00036918533103618,0.000287144146361473
"k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__S085|f__bacterium_YC-LK-LKJ27",0,0,0,0,0,8.20411846747067e-05,0,0,0,8.20411846747067e-05,0.00036918533103618,0.000410205923373534,8.20411846747067e-05,0,0,0.00155878250881943,0.0006153088850603,0.00106653540077119,0.00233817376322914,0.00114857658544589,0.00233817376322914,0.00180490606284355,0.00164082369349413,0.00278940027894003,0.00106653540077119,0.00213307080154237,0.00102551480843383,0,0,0,0,0,0,0,0,0,4.10205923373534e-05,0,0,0,0,0,0,8.20411846747067e-05,0,0,0,0.000205102961686767,0.000902453031421774,0.00221511198621708,0.00102551480843383,0.00159980310115678,0.000943473623759127,0.00147674132414472
"k__Bacteria|p__Chloroflexi|c__P2-11E|o__|f__",0.00024612355402412,4.10205923373534e-05,0,0.000205102961686767,0.000328164738698827,4.10205923373534e-05,0.00036918533103618,0.000205102961686767,8.20411846747067e-05,0,0.000410205923373534,0.000533267700385594,0,0,0,0.00073837066207236,0.00012306177701206,0.000943473623759127,0.00176388547050619,0.00233817376322914,0.00098449421609648,0.00127163836245795,0.00127163836245795,0.000328164738698827,0.00114857658544589,0.000779391254409714,0.000287144146361473,0.000287144146361473,0.00049224710804824,0,0.000410205923373534,0.000164082369349413,0.00012306177701206,0.00024612355402412,0.000205102961686767,0.000205102961686767,0.000164082369349413,0.000287144146361473,0.000328164738698827,0.000287144146361473,0.000410205923373534,0.00012306177701206,0,0.000533267700385594,0.00024612355402412,0,0.00073837066207236,0.000287144146361473,0.000656329477397654,0.00209205020920502,0.00106653540077119,0.000779391254409714,0.000820411846747067,0.00114857658544589
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__mle1-27",4.10205923373534e-05,0,0.000205102961686767,0.00024612355402412,0.000287144146361473,0.00049224710804824,4.10205923373534e-05,0.00049224710804824,0.000164082369349413,0,0.000287144146361473,0,0,0,0,0.000574288292722947,0.000328164738698827,0.00209205020920502,0.000697350069735007,0.00151776191648207,0.00143572073180737,0.00114857658544589,0.00127163836245795,0.000902453031421774,0.000574288292722947,0.00159980310115678,0.00139470013947001,0.000164082369349413,0.00049224710804824,0,0.00024612355402412,0.00036918533103618,0.000574288292722947,8.20411846747067e-05,8.20411846747067e-05,0.000410205923373534,0.000328164738698827,0.00036918533103618,0.000410205923373534,0.00012306177701206,0.00024612355402412,0.000205102961686767,0.000451226515710887,0.000574288292722947,0.000410205923373534,0,0,0.000287144146361473,0.00073837066207236,0.00049224710804824,0.00106653540077119,0.00176388547050619,0.000328164738698827,0.000328164738698827
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae",0.00036918533103618,0.000656329477397654,0.000533267700385594,0.000328164738698827,0.00073837066207236,0.000328164738698827,0.000205102961686767,0.000697350069735007,0.000902453031421774,4.10205923373534e-05,0,0.00012306177701206,0.00036918533103618,0,8.20411846747067e-05,0.0006153088850603,4.10205923373534e-05,0,0,0.000164082369349413,0.00012306177701206,8.20411846747067e-05,0.000656329477397654,0.000574288292722947,4.10205923373534e-05,0.000205102961686767,0.00036918533103618,0.0006153088850603,0.000410205923373534,0.00221511198621708,0.000205102961686767,0.000287144146361473,0.00073837066207236,0.00073837066207236,0.00073837066207236,0.00098449421609648,0.00036918533103618,0.00036918533103618,0.000451226515710887,0.000656329477397654,0.00036918533103618,0.000287144146361473,0.000205102961686767,0.000287144146361473,0.000533267700385594,0.00561982115021741,0.000451226515710887,0,0.000328164738698827,0.000205102961686767,8.20411846747067e-05,0.00012306177701206,0,8.20411846747067e-05
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae",0.0012306177701206,0.000820411846747067,0.000205102961686767,0.000820411846747067,0.000533267700385594,0.00106653540077119,0.0006153088850603,0.000943473623759127,0.000533267700385594,0,0,8.20411846747067e-05,0.000287144146361473,0.000451226515710887,0,0,8.20411846747067e-05,4.10205923373534e-05,0,8.20411846747067e-05,4.10205923373534e-05,4.10205923373534e-05,0,0,0,0.00012306177701206,4.10205923373534e-05,0.0006153088850603,0.00073837066207236,0,0.000820411846747067,0.000574288292722947,0.00106653540077119,0.000902453031421774,0.000779391254409714,0.00086143243908442,0.00110755599310854,0.00135367954713266,0.00110755599310854,0.00131265895479531,0.00127163836245795,0.000574288292722947,0.00012306177701206,0.00143572073180737,0.000656329477397654,0,0,0.00012306177701206,0,0,0.000164082369349413,0.00036918533103618,0.000451226515710887,0.000943473623759127
"k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae",0,0,0,0,0,0,0,0,0,0,0,0.00012306177701206,0,0,0,0.00180490606284355,0.00012306177701206,0.0012306177701206,0.00213307080154237,0.00073837066207236,0.0006153088850603,0.00209205020920502,0.00139470013947001,0.00180490606284355,0.00143572073180737,0.00192796783985561,0.00114857658544589,0,4.10205923373534e-05,0,0,0,0,0,0,0,0,0,0,4.10205923373534e-05,0,4.10205923373534e-05,0,4.10205923373534e-05,8.20411846747067e-05,0,0,0.00036918533103618,0.00073837066207236,0.00118959717778325,0.0006153088850603,0.00131265895479531,0.00229715317089179,0.00201000902453031
"k__Bacteria|p__GAL15|c__|o__|f__",0.000574288292722947,0.000410205923373534,0.00024612355402412,0.000533267700385594,0.000574288292722947,0.00135367954713266,0.00356879153334974,0.00049224710804824,0.00073837066207236,0.00012306177701206,4.10205923373534e-05,0.000205102961686767,0.00012306177701206,0.000205102961686767,0.000164082369349413,0,4.10205923373534e-05,0,0,0.00110755599310854,0,4.10205923373534e-05,0.000451226515710887,0,4.10205923373534e-05,0.00012306177701206,0.000205102961686767,0.000164082369349413,4.10205923373534e-05,0.00221511198621708,0.000287144146361473,0.000902453031421774,0.00036918533103618,0.0006153088850603,0.00049224710804824,0.00139470013947001,0.000164082369349413,0.00049224710804824,0.000820411846747067,0.000410205923373534,0.000205102961686767,0.00073837066207236,0.000779391254409714,0.00024612355402412,0.000451226515710887,0,0,8.20411846747067e-05,0.000451226515710887,0.00036918533103618,0.00036918533103618,0.000205102961686767,0.000410205923373534,0.00110755599310854
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__EPR3968-O8a-Bc78|f__",8.20411846747067e-05,0,0,0.000164082369349413,0,4.10205923373534e-05,0,4.10205923373534e-05,0,0,0.000410205923373534,0.000287144146361473,0.000328164738698827,0,0,0.00205102961686767,0.00036918533103618,0.00073837066207236,0.000328164738698827,0.00139470013947001,0.0012306177701206,0.00205102961686767,0.00102551480843383,0.000779391254409714,0.00086143243908442,0.000779391254409714,0.00188694724751825,0,0,4.10205923373534e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205102961686767,0.00139470013947001,0.00225613257855443,0.00196898843219296,0.00147674132414472,0.000697350069735007,0.00164082369349413
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae",0.00036918533103618,0,0.000164082369349413,0.000410205923373534,0.000164082369349413,0.0006153088850603,0.00098449421609648,0.00073837066207236,0.000410205923373534,8.20411846747067e-05,4.10205923373534e-05,0.000205102961686767,0.00114857658544589,0.000164082369349413,0,0.000451226515710887,0.00036918533103618,0.000656329477397654,0.000820411846747067,0.000779391254409714,0.00143572073180737,0.000287144146361473,0.000656329477397654,0.00073837066207236,0.000451226515710887,0.000451226515710887,0.00036918533103618,0,0.000205102961686767,0.00237919435556649,0.00012306177701206,0.000451226515710887,0,0.000533267700385594,0.000287144146361473,0.000410205923373534,4.10205923373534e-05,0.000533267700385594,0.000164082369349413,0.00036918533103618,0.000164082369349413,0.000164082369349413,8.20411846747067e-05,0.000287144146361473,0.000328164738698827,0.00131265895479531,8.20411846747067e-05,4.10205923373534e-05,0.000779391254409714,0.000410205923373534,0.00159980310115678,0.00024612355402412,0.000287144146361473,0.00024612355402412
"k__Bacteria|p__WS2|c__|o__|f__",0.000328164738698827,0.000533267700385594,0,8.20411846747067e-05,0,8.20411846747067e-05,8.20411846747067e-05,0.000164082369349413,0.000164082369349413,4.10205923373534e-05,0.000779391254409714,0.00012306177701206,0.000164082369349413,4.10205923373534e-05,0,0.00180490606284355,0.00036918533103618,0.000410205923373534,0.000574288292722947,0.0018459266551809,0.000656329477397654,0.0018459266551809,0.00106653540077119,0.00049224710804824,0.00127163836245795,0.000902453031421774,0.00098449421609648,0.000205102961686767,0.000205102961686767,0,0.00012306177701206,0.000287144146361473,0.000205102961686767,0.00012306177701206,0.00012306177701206,0,0.00024612355402412,0.000410205923373534,0,0.000205102961686767,0.00024612355402412,0.00012306177701206,0.00024612355402412,0,0.00012306177701206,0,0,4.10205923373534e-05,0.000902453031421774,0.000697350069735007,0.00151776191648207,0.000820411846747067,0.00127163836245795,0.000820411846747067
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Nannocystaceae",0.000328164738698827,0.00049224710804824,0.000287144146361473,0.0006153088850603,0.00139470013947001,0.00024612355402412,0.000205102961686767,0.000164082369349413,0.000451226515710887,4.10205923373534e-05,0.000205102961686767,0.00024612355402412,4.10205923373534e-05,8.20411846747067e-05,0,4.10205923373534e-05,0.00036918533103618,0.000328164738698827,0.000328164738698827,0.000205102961686767,0,0.00049224710804824,0.000574288292722947,0.000410205923373534,0.000410205923373534,0.000328164738698827,0,0.000410205923373534,0.00073837066207236,0,0.000697350069735007,0.000164082369349413,0.00098449421609648,0.000943473623759127,0.000574288292722947,0.000656329477397654,0.00049224710804824,0.000533267700385594,0.000533267700385594,0.000287144146361473,0.000697350069735007,0.00098449421609648,0.000574288292722947,0.00024612355402412,0.000451226515710887,0,4.10205923373534e-05,8.20411846747067e-05,0.00073837066207236,0.000820411846747067,0.000328164738698827,0.00118959717778325,0.000328164738698827,0.000574288292722947
"k__Bacteria|p__Acidobacteria|c__Subgroup_22|o__|f__",0.00049224710804824,4.10205923373534e-05,4.10205923373534e-05,0.000451226515710887,0.000328164738698827,0.00024612355402412,0.000287144146361473,4.10205923373534e-05,8.20411846747067e-05,0,0,0.000164082369349413,0,8.20411846747067e-05,0,0.000410205923373534,0.00024612355402412,0.000164082369349413,0.000287144146361473,0.000328164738698827,0.00168184428583149,0.000574288292722947,0.00118959717778325,0.000205102961686767,0.000328164738698827,0.00118959717778325,0.000533267700385594,0.000451226515710887,0.000287144146361473,0,8.20411846747067e-05,0.00086143243908442,0.00012306177701206,0.000328164738698827,0.000328164738698827,0.00024612355402412,0.00049224710804824,8.20411846747067e-05,0.000205102961686767,0.000164082369349413,0.000656329477397654,0.00036918533103618,0.000328164738698827,0.000328164738698827,0.000410205923373534,0.0012306177701206,0,0.000574288292722947,0.00098449421609648,0.00086143243908442,0.00098449421609648,0.000533267700385594,0.00114857658544589,0.00073837066207236
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae",0.000574288292722947,0.00049224710804824,0.0006153088850603,0.00073837066207236,0.000287144146361473,0.00073837066207236,0.00036918533103618,0.00086143243908442,0.000164082369349413,0,0.00012306177701206,0,0.000287144146361473,0,0,0.000410205923373534,0.00192796783985561,0,0,0,0.00036918533103618,0.000287144146361473,0.00049224710804824,0.000205102961686767,0.000205102961686767,0,4.10205923373534e-05,0.00114857658544589,0.000164082369349413,0,0.0006153088850603,0.00049224710804824,0.000574288292722947,0.000779391254409714,0.0006153088850603,0.000410205923373534,0.000697350069735007,0.000820411846747067,0.000820411846747067,0.000410205923373534,0.00164082369349413,0.000287144146361473,0.000656329477397654,0.000574288292722947,0.00036918533103618,0,0,0,0.00024612355402412,0.000205102961686767,0.00049224710804824,0.00024612355402412,0.00036918533103618,0.000328164738698827
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodovibrionales|f__Kiloniellaceae",0.00012306177701206,0.000164082369349413,0,0.000164082369349413,0.00012306177701206,4.10205923373534e-05,0,8.20411846747067e-05,8.20411846747067e-05,4.10205923373534e-05,4.10205923373534e-05,0.00024612355402412,0.00024612355402412,0.000164082369349413,0.00012306177701206,0.00176388547050619,0.000451226515710887,0.000574288292722947,0.00106653540077119,0.000287144146361473,0.000328164738698827,0.00139470013947001,0.000164082369349413,0.00131265895479531,0.000779391254409714,0.000902453031421774,0.00131265895479531,0,4.10205923373534e-05,0.00049224710804824,0.00012306177701206,4.10205923373534e-05,8.20411846747067e-05,0,0,4.10205923373534e-05,0,0.00012306177701206,8.20411846747067e-05,4.10205923373534e-05,8.20411846747067e-05,4.10205923373534e-05,0.00012306177701206,0.000205102961686767,8.20411846747067e-05,4.10205923373534e-05,0,0.000328164738698827,0.00086143243908442,0.000697350069735007,0.00217409139387973,0.00164082369349413,0.000656329477397654,0.00086143243908442
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae",0.00049224710804824,0.000205102961686767,0.000451226515710887,0.000697350069735007,0.000287144146361473,0.000451226515710887,0.00012306177701206,0.00012306177701206,8.20411846747067e-05,0,0.000164082369349413,0.00024612355402412,0.000164082369349413,0.00012306177701206,0.00106653540077119,0.000205102961686767,0.00036918533103618,0.00012306177701206,0.00131265895479531,0.00049224710804824,0.0006153088850603,0.00024612355402412,0,0.000287144146361473,0.00073837066207236,8.20411846747067e-05,0.00012306177701206,0.00024612355402412,0.00024612355402412,0.000697350069735007,0.00012306177701206,0.00024612355402412,0.00036918533103618,0.00036918533103618,0.000328164738698827,0.000410205923373534,0.000164082369349413,0.000205102961686767,0.000287144146361473,0.000287144146361473,8.20411846747067e-05,0.000451226515710887,0.000533267700385594,0.000533267700385594,0.000410205923373534,0.00287144146361473,0.000451226515710887,0,0.00073837066207236,4.10205923373534e-05,0.000697350069735007,0.00024612355402412,8.20411846747067e-05,8.20411846747067e-05
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family_XII",4.10205923373534e-05,0,4.10205923373534e-05,4.10205923373534e-05,0,4.10205923373534e-05,4.10205923373534e-05,0,0,4.10205923373534e-05,0.000451226515710887,0.000287144146361473,0.00024612355402412,8.20411846747067e-05,0,0.000656329477397654,0.000410205923373534,0.000902453031421774,0.00086143243908442,0.000902453031421774,0.00098449421609648,0.000164082369349413,0.00073837066207236,0.00110755599310854,0.00118959717778325,0.00127163836245795,0.00172286487816884,0,0,0,0,4.10205923373534e-05,0,0,4.10205923373534e-05,0,0,0,0,0,0,0,0,0.00012306177701206,0,0,0,0.000533267700385594,0.00086143243908442,0.000902453031421774,0.00114857658544589,0.00147674132414472,0.00164082369349413,0.00106653540077119
